Title,Women,White,Black or African American,Asian,Hispanic or Latino,16-19,20-24,25-34,35-44,45-54,55-64,65+,accessory,appliance,arm,auto,bicycle,binder,binoculars,body,book,bottle,bowling,box,boy,building,calculator,car,chair,clothing,computer,control,corded,cosmetics,desk,dice,door,dress,drink,drinking,dryer,ear,earrings,envelope,equipment,eye,face,fashion,fast,flashlight,food,footwear,frame,furniture,girl,glasses,goggles,hair,hand,handle,head,headphones,home,houseplant,human,instrument,ipod,keyboard,kitchen,land,laptop,light,lipstick,mammal,man,medical,meter,microphone,mobile,monitor,mouse,mouth,musical,nose,office,parking,pen,person,phone,picture,plant,plugs,poster,power,printer,remote,ring,scissors,shirt,shower,snack,sockets,sports,stapler,straw,suit,suitcase,sunglasses,supplies,switch,syringe,table,tablet,tableware,telephone,television,toilet,tool,toothbrush,toy,tree,uniform,vehicle,watch,weapon,wheel,whiteboard,woman,baked,brassiere,bust,cake,curtain,dairy,dessert,doll,drawer,flag,goods,jeans,leg,nightstand,plate,platter,saucer,sculpture,skull,swimwear,tent,window,bags,belt,coat,coffee,cup,handbag,jacket,luggage,mug,necklace,seat,tie,trousers,airplane,cello,chopsticks,guitar,mirror,rifle,shotgun,skateboard,sword,violin,ball,shorts,towel,tripod,blind,bookcase,cabinetry,countertop,cupboard,glass,house,shelf,skyscraper,tire,wine,aircraft,balloon,beard,boat,bus,camera,fork,helicopter,helmet,ladder,spatula,spoon,traffic,train,truck,utensil,van,watercraft,animal,billboard,foot,fountain,pool,swimming,taxi,beehive,flower,glove,hat,palm,sock,sun,beaker,beer,blender,cheese,cocktail,container,flowerpot,juice,measuring,pitcher,processor,screwdriver,tin,vase,waste,adhesive,bathroom,board,broccoli,bulb,cabbage,cap,couch,cutting,hiking,jug,knife,lamp,lifejacket,perfume,ratchet,salad,shaker,swim,tap,tape,vegetable,apple,cannon,cart,cowboy,fruit,grape,orange,peach,pomegranate,rose,snowplow,tank,umbrella,drum,motorcycle,sign,barge,basket,bird,briefcase,jet,missile,picnic,rocket,ski,arrow,baseball,bat,bow,bull,camel,canoe,carnivore,cat,cattle,deer,dog,dolphin,duck,fish,goat,harbor,heels,high,horse,lion,marine,monkey,mule,sea,seal,shark,trombone,trumpet,whale,fan,machine,mechanical,rack,sewing,stationary,treadmill,fedora,paper,boot,pumpkin,bathtub,convenience,dinosaur,jacuzzi,sink,store,disc,flying,football,racket,rugby,surfboard,tennis,roller,skates,candy,clock,egg,giraffe,invertebrate,invertebrates,jellyfish,kite,lantern,lighthouse,parachute,porch,stool,street,tower,handgun,golf,stretcher,bench,bowl,bread,cookie,cream,doughnut,harpsichord,ice,mixing,muffin,organ,pastry,piano,pillow,stairs,tea,scarf,candle,bag,bed,care,case,dishwasher,drill,fixture,flute,mixer,pencil,personal,plastic,plumbing,serving,tray,coffeemaker,cooker,slow,carrot,coconut,pineapple,radish,refrigerator,strawberry,watermelon,hydrant,bee,coin,digital,insect,wall,microwave,oven,accordion,ruler,tart,sandal,dagger,christmas,diaper,hamburger,elephant,washing,volleyball,cassette,deck,registration,backpack,training,wheelchair,oyster,seafood,shellfish,closet,harp,frying,gas,pan,stove,wok,cabinet,chest,dining,drawers,filing,room,wardrobe,limousine,dumbbell,infant,milk,stand,sofa,miniskirt,skirt,maple,alarm,scale,horn,saxophone,bronze,whisk,powder,pig,rhinoceros,scoreboard,burning,fireplace,heater,wood,gondola,wrench,butterfly,sunflower,pizza,bidet,chainsaw,mushroom,studio,billiard,castle,paddle,segway,barrel,ambulance,penguin,sombrero,chisel,hammer,oboe,hamster,tortoise,turtle,pear,reptile,snail,squid,dispenser,soap,bear,teddy,tomato,unicycle,spice,crown,tiara,crocodile,ostrich,rays,squash,banjo,ceiling,nail,rabbit,snowman,magpie,snowboard,zebra
Accountants and Auditors,0.5970000000000001,0.7729999999999999,0.095,0.112,0.10199999999999998,0.00294811320754717,0.042452830188679236,0.27476415094339623,0.2116745283018868,0.2116745283018868,0.18160377358490565,0.07429245283018868,7.0,4.0,28,5.0,1.0,4.0,2.0,7,9.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,14,15.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,9.0,5.0,14,7.0,2.0,1.0,4.0,2.0,1.0,7.0,4.0,9.0,4.0,9.0,12.0,2.0,7.0,6.0,3.0,1.0,97,1.0,2.0,9.0,1.0,1.0,6.0,1.0,1.0,5,13,8.0,1.0,1.0,10.0,3.0,1.0,3.0,1.0,8.0,16.0,1.0,6.0,7,11.0,1.0,9.0,3.0,2.0,3.0,1.0,1.0,4.0,6.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,6.0,1.0,3.0,15.0,1.0,1.0,11.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Administrative Services and Facilities Managers,0.402537688442211,0.8791155778894472,0.06402512562814071,0.03739195979899497,0.14004522613065326,0.0,0.01507537688442211,0.1457286432160804,0.21105527638190955,0.3065326633165829,0.2613065326633166,0.06030150753768844,11.0,0.0,53,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,6.0,20,11.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,25.0,24.0,0.0,15.0,0.0,0.0,0.0,181,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8,23,4.0,0.0,3.0,0.0,0.0,0.0,8.0,4.0,11.0,1.0,0.0,1.0,21,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,4.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adult Basic and Secondary Education and ESL Teachers,0.6747789115646258,0.7839251700680271,0.1177687074829932,0.06487414965986396,0.11092857142857143,0.05215419501133787,0.11791383219954647,0.2222222222222222,0.18027210884353745,0.17913832199546487,0.14285714285714285,0.10430839002267574,5.0,0.0,46,0.0,0.0,0.0,0.0,25,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,4.0,53,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,24,5.0,0.0,0.0,0.0,2.0,0.0,7.0,15.0,2.0,0.0,22.0,10.0,0.0,19.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,32,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Advertising, Promotions, and Marketing Managers",0.521,0.8049999999999999,0.147,0.039,0.035,0.017857142857142856,0.017857142857142856,0.3928571428571429,0.3392857142857143,0.19642857142857145,0.017857142857142856,0.017857142857142856,7.0,0.0,43,0.0,0.0,0.0,0.0,11,4.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,18.0,34,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,20,7.0,0.0,0.0,0.0,11.0,1.0,10.0,10.0,7.0,0.0,20.0,8.0,0.0,13.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10,24,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,21,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising Sales Agents,0.5379999999999999,0.8959999999999999,0.055,0.024,0.16399999999999998,0.0,0.09929078014184398,0.28368794326241137,0.1914893617021277,0.20567375886524825,0.14893617021276595,0.07092198581560284,7.0,4.0,43,2.0,0.0,0.0,0.0,10,5.0,0.0,0.0,0.0,1.0,8.0,0.0,5.0,5.0,20,4.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,9,7.0,0.0,0.0,1.0,1.0,0.0,23.0,4.0,1.0,0.0,11.0,16.0,0.0,8.0,0.0,4.0,0.0,118,1.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,3,15,2.0,0.0,1.0,2.0,4.0,0.0,11.0,1.0,5.0,14.0,0.0,0.0,17,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,15.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
