,id,soc_code,description,Employed,Women,White,"Black or
African
American",Asian,"Hispanic
or Latino",16-19,20-24,25-34,35-44,45-54,55-64,65+
24,36,19-1021,Biochemists and Biophysicists,84.0,0.46,0.7979999999999999,0.055999999999999994,0.13699999999999998,0.101,0.0,0.047619047619047616,0.35714285714285715,0.19047619047619047,0.2261904761904762,0.11904761904761904,0.05952380952380952
25,40,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1179.0,0.873,0.865,0.07700000000000001,0.039999999999999994,0.14200000000000002,0.005089058524173028,0.043256997455470736,0.1458863443596268,0.17472434266327397,0.24512298558100085,0.2586938083121289,0.1272264631043257
26,41,27-4011,"Broadcast, Sound, and Video Technicians",0.0,,,,,,,,,,,,
27,42,13-2031,Budget Analysts,60.0,0.532,0.696,0.13899999999999998,0.076,0.149,0.0,0.0,0.25,0.15,0.2833333333333333,0.2833333333333333,0.016666666666666666
28,43,51-3021,Butchers,266.0,0.257,0.751,0.162,0.055,0.40099999999999997,0.041353383458646614,0.11654135338345864,0.20676691729323307,0.23684210526315788,0.18796992481203006,0.15037593984962405,0.06015037593984962
29,44,25-2023,Career and Technical Education Teachers,3371.0,0.7959999999999999,0.841,0.105,0.027999999999999997,0.105,0.0005932957579353308,0.041827350934440816,0.234055176505488,0.2850786116879264,0.24443785226935627,0.15188371403144468,0.04212399881340848
30,45,47-2031,Carpenters,1114.0,0.032,0.879,0.069,0.019,0.35500000000000004,0.025134649910233394,0.08258527827648116,0.2073608617594255,0.2791741472172352,0.21723518850987433,0.14542190305206462,0.0421903052064632
31,47,41-2011,Cashiers,2552.0,0.7309999999999999,0.7109999999999999,0.171,0.063,0.255,0.2672413793103448,0.24804075235109718,0.155564263322884,0.0975705329153605,0.09443573667711598,0.08581504702194358,0.050940438871473356
32,48,35-1011,Chefs and Head Cooks,383.0,0.18,0.652,0.147,0.16699999999999998,0.24399999999999997,0.007832898172323759,0.09138381201044386,0.28720626631853785,0.2689295039164491,0.22193211488250653,0.09138381201044386,0.028720626631853787
33,49,17-2041,Chemical Engineers,70.0,0.194,0.815,0.015000000000000001,0.139,0.1,0.0,0.07142857142857142,0.35714285714285715,0.2,0.17142857142857143,0.14285714285714285,0.04285714285714286
34,50,19-4031,Chemical Technicians,68.0,0.42600000000000005,0.8250000000000001,0.10300000000000002,0.049999999999999996,0.121,0.014705882352941176,0.08823529411764706,0.35294117647058826,0.19117647058823528,0.17647058823529413,0.1323529411764706,0.04411764705882353
35,51,19-2031,Chemists and Materials Scientists,80.0,0.404,0.642,0.10700000000000001,0.197,0.022,0.0,0.0375,0.4125,0.25,0.125,0.125,0.0375
36,52,39-9011,Childcare Workers,928.0,0.948,0.7659999999999998,0.161,0.03799999999999999,0.21600000000000003,0.08297413793103449,0.20581896551724138,0.2025862068965517,0.1497844827586207,0.16918103448275862,0.12823275862068967,0.061422413793103446
37,53,29-1011,Chiropractors,66.0,0.222,0.9069999999999999,0.024,0.051,0.061,0.0,0.0,0.21212121212121213,0.21212121212121213,0.24242424242424243,0.22727272727272727,0.10606060606060606
38,54,17-3022,Civil Engineering Technicians,426.0,0.1603943661971831,0.770774647887324,0.0896150234741784,0.08392018779342723,0.162075117370892,0.009389671361502348,0.08215962441314555,0.22769953051643194,0.1784037558685446,0.2535211267605634,0.18309859154929578,0.06807511737089202
39,55,17-2051,Civil Engineers,422.0,0.16,0.8190000000000002,0.03899999999999999,0.13599999999999998,0.12400000000000001,0.002369668246445498,0.07345971563981042,0.2890995260663507,0.2109004739336493,0.17535545023696683,0.2014218009478673,0.04976303317535545
40,56,13-1032,"Claims Adjusters, Appraisers, Examiners, and Investigators",350.0,0.604,0.7159999999999999,0.19799999999999998,0.045,0.15,0.0,0.05142857142857143,0.2342857142857143,0.20285714285714285,0.27714285714285714,0.18857142857142858,0.045714285714285714
41,57,29-2010,Clinical Laboratory Technologists and Technicians,331.0,0.704,0.724,0.137,0.095,0.19,0.027190332326283987,0.09969788519637462,0.256797583081571,0.23867069486404835,0.18126888217522658,0.1510574018126888,0.04833836858006042
42,58,27-2022,Coaches and Scouts,210.0,0.448,0.7519999999999999,0.147,0.034999999999999996,0.054,0.12857142857142856,0.1523809523809524,0.3,0.1761904761904762,0.11428571428571428,0.07142857142857142,0.047619047619047616
43,59,13-1141,"Compensation, Benefits, and Job Analysis Specialists",74.0,0.76,0.846,0.112,0.022000000000000002,0.097,0.013513513513513514,0.06756756756756757,0.1891891891891892,0.17567567567567569,0.22972972972972974,0.28378378378378377,0.04054054054054054
44,62,11-3021,Computer and Information Systems Managers,744.0,0.266,0.755,0.06999999999999999,0.155,0.052000000000000005,0.0,0.009408602150537635,0.17204301075268819,0.29838709677419356,0.30376344086021506,0.18548387096774194,0.030913978494623656
45,63,17-2061,Computer Hardware Engineers,89.0,0.18399999999999997,0.546,0.054,0.39200000000000007,0.145,0.0,0.033707865168539325,0.30337078651685395,0.2808988764044944,0.1348314606741573,0.21348314606741572,0.033707865168539325
46,64,15-1241,Computer Network Architects,107.0,0.093,0.6779999999999999,0.14800000000000002,0.155,0.161,0.0,0.009345794392523364,0.18691588785046728,0.3177570093457944,0.35514018691588783,0.12149532710280374,0.018691588785046728
47,65,15-1251,Computer Programmers,417.0,0.21100000000000002,0.6389999999999999,0.063,0.28300000000000003,0.066,0.007194244604316547,0.045563549160671464,0.2446043165467626,0.26139088729016785,0.19424460431654678,0.21342925659472423,0.03597122302158273
48,66,15-1231,Computer Support Specialists,660.0,0.259,0.722,0.13,0.10699999999999998,0.116,0.013636363636363636,0.06060606060606061,0.2878787878787879,0.2606060606060606,0.20303030303030303,0.14393939393939395,0.02878787878787879
49,67,15-1211,Computer Systems Analysts,594.0,0.35600000000000004,0.68,0.09699999999999999,0.18699999999999997,0.08099999999999999,0.003367003367003367,0.06902356902356903,0.29292929292929293,0.23737373737373738,0.20202020202020202,0.1632996632996633,0.03198653198653199
50,69,47-4011,Construction and Building Inspectors,116.0,0.11900000000000001,0.8820000000000001,0.034999999999999996,0.045,0.124,0.0,0.008620689655172414,0.1810344827586207,0.13793103448275862,0.20689655172413793,0.27586206896551724,0.1896551724137931
51,70,47-2072,Construction Equipment Operators,359.0,0.039,0.8530000000000001,0.09899999999999999,0.005,0.178,0.011142061281337047,0.08635097493036212,0.21448467966573817,0.20334261838440112,0.2200557103064067,0.20334261838440112,0.06128133704735376
52,72,11-9021,Construction Managers,966.0,0.084,0.9140000000000001,0.032999999999999995,0.028999999999999998,0.145,0.0010351966873706005,0.025879917184265012,0.18012422360248448,0.2660455486542443,0.2556935817805383,0.2028985507246377,0.06728778467908902
53,73,35-2019,Cooks,1763.0,0.42100000000000004,0.7429999999999999,0.16,0.054000000000000006,0.36,0.1520136131593874,0.15031196823596144,0.20249574588769143,0.17413499716392514,0.14463981849120816,0.13159387407827566,0.04480998298355077
54,74,33-3012,Correctional Officers and Bailiffs,346.0,0.31699999999999995,0.6089999999999999,0.329,0.027000000000000003,0.128,0.005780346820809248,0.08670520231213873,0.3063583815028902,0.2543352601156069,0.20520231213872833,0.11560693641618497,0.023121387283236993
55,75,13-1051,Cost Estimators,121.0,0.15,0.937,0.028999999999999998,0.02,0.141,0.0,0.03305785123966942,0.21487603305785125,0.2231404958677686,0.2644628099173554,0.15702479338842976,0.11570247933884298
56,76,27-3092,Court Reporters and Simultaneous Captioners,184.0,0.6620326086956522,0.7495652173913044,0.1425163043478261,0.06358152173913044,0.088375,0.0,0.07065217391304347,0.29347826086956524,0.20652173913043478,0.20652173913043478,0.14673913043478262,0.07608695652173914
57,77,27-1019,Craft and Fine Artists,256.0,0.535,0.857,0.036000000000000004,0.061,0.09300000000000001,0.00390625,0.05078125,0.2890625,0.19140625,0.1640625,0.15625,0.14453125
58,78,43-4051,Customer Service Representatives,2404.0,0.6379999999999999,0.731,0.177,0.049,0.196,0.08111480865224625,0.15515806988352746,0.27911813643926786,0.17762063227953412,0.1326955074875208,0.13103161397670549,0.04284525790349417
59,80,15-1245,Database Administrators,121.0,0.288,0.621,0.05900000000000001,0.30100000000000005,0.055999999999999994,0.0,0.05785123966942149,0.2727272727272727,0.19834710743801653,0.2975206611570248,0.12396694214876033,0.049586776859504134
60,81,53-3033,Delivery Truck Drivers and Driver/Sales Workers,3364.0,0.078,0.769,0.168,0.028999999999999998,0.22600000000000003,0.018133174791914387,0.06539833531510107,0.1851961950059453,0.1961950059453032,0.23959571938168847,0.22859690844233055,0.06718192627824018
61,82,51-9083,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,74.0,0.5989999999999999,0.91,0.044000000000000004,0.046,0.17,0.0,0.0945945945945946,0.28378378378378377,0.14864864864864866,0.24324324324324326,0.17567567567567569,0.05405405405405406
62,83,31-9091,Dental Assistants,288.0,0.9369999999999999,0.858,0.055,0.043,0.317,0.027777777777777776,0.1388888888888889,0.3194444444444444,0.2048611111111111,0.16666666666666666,0.11458333333333333,0.020833333333333332
63,84,29-1292,Dental Hygienists,190.0,0.939,0.889,0.021,0.077,0.105,0.005263157894736842,0.042105263157894736,0.28421052631578947,0.19473684210526315,0.24736842105263157,0.1736842105263158,0.04736842105263158
64,85,29-1021,Dentists,173.0,0.287,0.7879999999999999,0.013999999999999999,0.166,0.055,0.0,0.005780346820809248,0.16184971098265896,0.24277456647398843,0.21965317919075145,0.24277456647398843,0.12716763005780346
65,87,29-2031,"Diagnostic Medical Sonographers and Cardiovascular Technologists and Technicians, Including Vascular Technologists",451.0,0.70349889135255,0.8160487804878048,0.09372727272727273,0.05968514412416852,0.09535920177383592,0.0,0.04212860310421286,0.22394678492239467,0.29711751662971175,0.2261640798226164,0.17960088691796008,0.03325942350332594
66,88,49-3031,Diesel Service Technicians and Mechanics,357.0,0.018000000000000002,0.8509999999999999,0.07400000000000001,0.031,0.18100000000000002,0.01680672268907563,0.09243697478991597,0.24929971988795518,0.19047619047619047,0.20728291316526612,0.19607843137254902,0.05042016806722689
67,89,29-1031,Dietitians and Nutritionists,106.0,0.9140000000000001,0.747,0.155,0.082,0.09900000000000002,0.0,0.05660377358490566,0.29245283018867924,0.16981132075471697,0.20754716981132076,0.1792452830188679,0.08490566037735849
68,90,17-3011,Drafters,95.0,0.188,0.9039999999999999,0.018,0.06599999999999999,0.22899999999999998,0.010526315789473684,0.05263157894736842,0.25263157894736843,0.25263157894736843,0.16842105263157894,0.18947368421052632,0.06315789473684211
69,91,47-2082,"Drywall Installers, Ceiling Tile Installers, and Tapers",165.0,0.058,0.892,0.01,0.027999999999999994,0.7309999999999999,0.012121212121212121,0.08484848484848485,0.23636363636363636,0.32727272727272727,0.1696969696969697,0.1393939393939394,0.024242424242424242
70,93,27-3041,Editors,99.0,0.6110000000000001,0.9450000000000001,0.006999999999999999,0.008,0.08499999999999999,0.010101010101010102,0.010101010101010102,0.24242424242424243,0.23232323232323232,0.21212121212121213,0.21212121212121213,0.0707070707070707
71,94,17-3023,Electrical and Electronics Engineering Technicians,426.0,0.1603943661971831,0.770774647887324,0.0896150234741784,0.08392018779342723,0.162075117370892,0.009389671361502348,0.08215962441314555,0.22769953051643194,0.1784037558685446,0.2535211267605634,0.18309859154929578,0.06807511737089202
72,95,17-2072,Electrical and Electronics Engineers,268.0,0.11800000000000001,0.7609999999999999,0.054000000000000006,0.172,0.08900000000000001,0.007462686567164179,0.033582089552238806,0.25,0.2126865671641791,0.19402985074626866,0.22761194029850745,0.0708955223880597
73,96,49-2094,Electrical and Electronics Installers and Repairers,0.0,,,,,,,,,,,,
74,97,47-2111,Electricians,901.0,0.030999999999999996,0.878,0.076,0.017,0.238,0.021087680355160933,0.09544950055493896,0.2341842397336293,0.22641509433962265,0.21753607103218647,0.15760266370699222,0.04661487236403995
75,98,17-3024,Electro-mechanical Technicians,426.0,0.1603943661971831,0.770774647887324,0.0896150234741784,0.08392018779342723,0.162075117370892,0.009389671361502348,0.08215962441314555,0.22769953051643194,0.1784037558685446,0.2535211267605634,0.18309859154929578,0.06807511737089202
76,99,11-9032,"Elementary, Middle, and High School Principals",948.0,0.6649999999999999,0.7949999999999999,0.14300000000000002,0.032999999999999995,0.12000000000000001,0.0031645569620253164,0.007383966244725738,0.1550632911392405,0.2805907172995781,0.31223628691983124,0.18565400843881857,0.056962025316455694
77,102,29-2040,EMTs and Paramedics,219.0,0.317054794520548,0.8624657534246575,0.09050684931506849,0.035726027397260274,0.10367123287671233,0.0136986301369863,0.1917808219178082,0.3698630136986301,0.1643835616438356,0.136986301369863,0.091324200913242,0.0319634703196347
78,103,17-3025,Environmental Engineering Technologists and Technicians,426.0,0.1603943661971831,0.770774647887324,0.0896150234741784,0.08392018779342723,0.162075117370892,0.009389671361502348,0.08215962441314555,0.22769953051643194,0.1784037558685446,0.2535211267605634,0.18309859154929578,0.06807511737089202
79,105,19-4042,Environmental Science and Protection Technicians,258.0,0.541,0.78,0.049,0.10900000000000001,0.107,0.011627906976744186,0.20930232558139536,0.32170542635658916,0.17829457364341086,0.12015503875968993,0.12790697674418605,0.031007751937984496
80,107,19-1041,Epidemiologists,0.0,,,,,,,,,,,,
81,109,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",901.0,0.251,0.963,0.006999999999999999,0.008000000000000002,0.043,0.0022197558268590455,0.023307436182019976,0.10099889012208657,0.14872364039955605,0.16759156492785793,0.2286348501664817,0.32852386237513875
82,110,27-1022,Fashion Designers,851.0,0.560111633372503,0.8122878965922445,0.06282843713278495,0.0927391304347826,0.12322091656874266,0.011750881316098707,0.0564042303172738,0.29494712103407755,0.2491186839012926,0.17743830787309048,0.14336075205640422,0.06462984723854288
83,111,27-4031,Film and Video Editors and Camera Operators,100.0,0.311,0.745,0.163,0.057999999999999996,0.185,0.02,0.09,0.32,0.23,0.14,0.15,0.05
84,112,13-2098,Financial Analysts,433.0,0.4398614318706697,0.6897344110854503,0.09258198614318705,0.18481293302540416,0.09972748267898383,0.0023094688221709007,0.06697459584295612,0.3279445727482679,0.22632794457274827,0.21247113163972287,0.13163972286374134,0.03233256351039261
85,115,11-3031,Financial Managers,1309.0,0.5260000000000001,0.794,0.097,0.08199999999999999,0.099,0.0,0.029793735676088617,0.2077922077922078,0.25286478227654696,0.26814362108479756,0.19098548510313215,0.05042016806722689
86,116,33-2011,Firefighters,335.0,0.044000000000000004,0.85,0.084,0.011999999999999999,0.131,0.0029850746268656717,0.050746268656716415,0.3074626865671642,0.33134328358208953,0.20597014925373133,0.08955223880597014,0.011940298507462687
87,119,39-9031,Fitness Trainers and Instructors,333.0,0.6580180180180181,0.8174114114114114,0.12175375375375375,0.022180180180180184,0.10218018018018017,0.036036036036036036,0.13513513513513514,0.23723723723723725,0.1981981981981982,0.1891891891891892,0.12312312312312312,0.07807807807807808
88,120,53-2031,Flight Attendants,81.0,0.797,0.65,0.19299999999999998,0.106,0.103,0.0,0.037037037037037035,0.20987654320987653,0.14814814814814814,0.2222222222222222,0.3333333333333333,0.037037037037037035
89,121,47-2044,Flooring Installers and Tile and Stone Setters,172.0,0.03899999999999999,0.9369999999999999,0.024999999999999998,0.011000000000000001,0.5319999999999999,0.01744186046511628,0.046511627906976744,0.22093023255813954,0.3372093023255814,0.19767441860465115,0.12209302325581395,0.05232558139534884
90,122,27-1023,Floral Designers,851.0,0.560111633372503,0.8122878965922445,0.06282843713278495,0.0927391304347826,0.12322091656874266,0.011750881316098707,0.0564042303172738,0.29494712103407755,0.2491186839012926,0.17743830787309048,0.14336075205640422,0.06462984723854288
91,125,35-2021,Food Preparation Workers,808.0,0.5810000000000001,0.745,0.13599999999999998,0.06799999999999999,0.292,0.22277227722772278,0.19183168316831684,0.16831683168316833,0.12623762376237624,0.12376237623762376,0.10643564356435643,0.06064356435643564
92,126,11-9051,Food Service Managers,1092.0,0.4660000000000001,0.777,0.098,0.09400000000000001,0.198,0.029304029304029304,0.10164835164835165,0.24816849816849818,0.22985347985347984,0.19963369963369965,0.13278388278388278,0.05860805860805861
