Title,Image_1,Image_2,Image_3,Image_4,objects,length
Hazardous Materials Removal Workers,https://www.bls.gov/ooh/images/15243.jpg,https://www.bls.gov/ooh/images/2975.jpg,https://www.bls.gov/ooh/images/2976.jpg,https://www.bls.gov/ooh/images/2977.jpg,"['Barrel', 'Sunglasses', 'Human hand', 'Shorts', 'Table', 'Clothing', 'Coffee cup', 'Desk', 'Helicopter', 'Boot', 'Fashion accessory', 'Human arm', 'Flowerpot', 'Jeans', 'Umbrella', 'Man', 'Goggles', 'Bench', 'Glove', 'Sports uniform', 'Sports equipment', 'Auto part', 'Human body', 'Trousers', 'Human hair', 'Tree', 'Snack', 'Cart', 'Plate', 'Train', 'High heels', 'Headphones', 'Furniture', 'Bowl', 'Window', 'Aircraft', 'Wheelchair', 'Box', 'Kitchen appliance', 'Land vehicle', 'Glasses', 'Woman', 'Human foot', 'Tire', 'Jacket', 'Tableware', 'Drink', 'Street light', 'Chair', 'Toy', 'Human face', 'Human leg', 'Human head', 'Dessert', 'Mammal', 'Hiking equipment', 'Fast food', 'Sock', 'Bicycle helmet', 'Cake', 'Sculpture', 'Office supplies', 'Helmet', 'Houseplant', 'Tent', 'Camera', 'Bathtub', 'Person', 'Footwear', 'Swimming pool', 'Vehicle', 'Wheel', 'Boy', 'Food', 'Waste container', 'Adhesive tape', 'Building', 'Plant', 'Car', 'Airplane']",80
Health and Safety Engineers,https://www.bls.gov/ooh/images/15073.jpg,https://www.bls.gov/ooh/images/3252.jpg,https://www.bls.gov/ooh/images/3253.jpg,https://www.bls.gov/ooh/images/3592.jpg,"['Tie', 'Sunglasses', 'Human hand', 'Human ear', 'Human nose', 'Helmet', 'Jacket', 'Table', 'Clothing', 'Desk', 'Suit', 'Human mouth', 'Shirt', 'Toy', 'Coat', 'Computer monitor', 'Weapon', 'Human face', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Headphones', 'Vehicle', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Hiking equipment', 'Man', 'Goggles', 'Window', 'Guitar', 'Bicycle helmet', 'Hat', 'Sports uniform', 'Auto part', 'Sports equipment', 'Human body', 'Land vehicle', 'Glasses', 'Plant', 'Sun hat', 'Woman', 'Trousers', 'Human hair', 'Microphone', 'Tree']",54
Health Educators and Community Health Workers,https://www.bls.gov/ooh/images/15174.jpg,https://www.bls.gov/ooh/images/1526.jpg,https://www.bls.gov/ooh/images/1527.jpg,https://www.bls.gov/ooh/images/1528.jpg,"['Tie', 'Human ear', 'Human hand', 'Human nose', 'Snack', 'Jacket', 'Couch', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Baseball glove', 'Chair', 'Shirt', 'Human face', 'Boot', 'Human head', 'Human leg', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Cookie', 'Mammal', 'Girl', 'Boy', 'Poster', 'Jeans', 'Man', 'Pillow', 'Food', 'Bed', 'Human body', 'Glasses', 'Woman', 'Sofa bed', 'Human hair']",40
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",https://www.bls.gov/ooh/images/15464.jpg,https://www.bls.gov/ooh/images/3030.jpg,https://www.bls.gov/ooh/images/3034.jpg,https://www.bls.gov/ooh/images/3035.jpg,"['Tool', 'Human hand', 'Human ear', 'Human nose', 'Helmet', 'Tire', 'Jacket', 'Door', 'Canoe', 'Shorts', 'Clothing', 'Human mouth', 'Balloon', 'Tower', 'Skateboard', 'Luggage and bags', 'Toy', 'Train', 'Weapon', 'Human face', 'Egg', 'Bicycle', 'House', 'Camera', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Drill', 'Boat', 'Vehicle', 'Wheel', 'Flowerpot', 'Medical equipment', 'Mammal', 'Hiking equipment', 'Boy', 'Jeans', 'Sewing machine', 'Man', 'Poster', 'Furniture', 'Glove', 'Food', 'Window', 'Guitar', 'Building', 'Sports uniform', 'Auto part', 'Sports equipment', 'Land vehicle', 'Plant', 'Human body', 'Handbag', 'Skyscraper', 'Bowling equipment', 'Woman', 'Car', 'Human hair', 'Microphone', 'Tree', 'Ball']",65
Heavy and Tractor-trailer Truck Drivers,https://www.bls.gov/ooh/images/15786.jpg,https://www.bls.gov/ooh/images/3187.jpg,https://www.bls.gov/ooh/images/3189.jpg,https://www.bls.gov/ooh/images/3190.jpg,"['Human hand', 'Bus', 'Human nose', 'Human ear', 'Book', 'Maple', 'Tire', 'Mirror', 'Clothing', 'Human mouth', 'Shirt', 'Toy', 'Train', 'Human face', 'Bicycle', 'Human head', 'Musical instrument', 'Palm tree', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Boat', 'Human eye', 'Wheel', 'Vehicle', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Watercraft', 'Man', 'Van', 'Window', 'Bicycle wheel', 'Truck', 'Motorcycle', 'Auto part', 'Land vehicle', 'Plant', 'Glasses', 'Human body', 'Bowling equipment', 'Woman', 'Car', 'Human hair', 'Airplane', 'Tree', 'Ambulance']",50
Heavy Vehicle and Mobile Equipment Service Technicians,https://www.bls.gov/ooh/images/15466.jpg,https://www.bls.gov/ooh/images/3020.jpg,https://www.bls.gov/ooh/images/3021.jpg,https://www.bls.gov/ooh/images/3022.jpg,"['Animal', 'Tool', 'Human hand', 'Human ear', 'Tank', 'Human nose', 'Tire', 'Jacket', 'Clothing', 'Screwdriver', 'Cart', 'Dumbbell', 'Human mouth', 'Helicopter', 'Bird', 'Baseball glove', 'Chair', 'Skateboard', 'Toy', 'Penguin', 'Weapon', 'Human face', 'Bicycle', 'Human head', 'Pen', 'Musical instrument', 'Human leg', 'Person', 'Drill', 'Human arm', 'Footwear', 'Boat', 'Fashion accessory', 'Wheel', 'Vehicle', 'Medical equipment', 'Drum', 'Mammal', 'Boy', 'Watercraft', 'Jeans', 'Man', 'Food', 'Waste container', 'Glove', 'Window', 'Truck', 'Bicycle wheel', 'Motorcycle', 'Hat', 'Fish', 'Auto part', 'Sports equipment', 'Land vehicle', 'Human body', 'Plant', 'Ratchet', 'Glasses', 'Sun hat', 'Woman', 'Car', 'Human hair', 'Microphone', 'Tree', 'Office supplies']",65
High School Teachers,https://www.bls.gov/ooh/images/15269.jpg,https://www.bls.gov/ooh/images/3442.jpg,https://www.bls.gov/ooh/images/3444.jpg,https://www.bls.gov/ooh/images/3446.jpg,"['Tie', 'Human hand', 'Book', 'Human nose', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Human mouth', 'Suit', 'Drink', 'Chair', 'Shirt', 'Toy', 'Human face', 'Human head', 'Human leg', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Poster', 'Man', 'Wine', 'Wine glass', 'Sports uniform', 'Picture frame', 'Human body', 'Glasses', 'Bottle', 'Woman', 'Shelf', 'Trousers', 'Human hair']",41
Historians,https://www.bls.gov/ooh/images/3279.jpg,https://www.bls.gov/ooh/images/3281.jpg,https://www.bls.gov/ooh/images/3282.jpg,https://www.bls.gov/ooh/images/15532.jpg,"['Office building', 'Human hand', 'Book', 'Human ear', 'Human nose', 'Door', 'Table', 'Clothing', 'Tableware', 'Human mouth', 'Suit', 'Desk', 'Chair', 'Shirt', 'Plate', 'Train', 'Weapon', 'Human face', 'Stairs', 'Curtain', 'House', 'Boot', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Swimming pool', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Vehicle', 'Mammal', 'Girl', 'Boy', 'Poster', 'Man', 'Fork', 'Window', 'Building', 'Saucer', 'Auto part', 'Human body', 'Plant', 'Land vehicle', 'Glasses', 'Bookcase', 'Woman', 'Shelf', 'Human foot', 'Cutting board', 'Car', 'Human hair', 'Laptop', 'Tree', 'Office supplies']",57
Home Health and Personal Care Aides,https://www.bls.gov/ooh/images/15358.jpg,https://www.bls.gov/ooh/images/15360.jpg,https://www.bls.gov/ooh/images/15361.jpg,https://www.bls.gov/ooh/images/15357.jpg,"['Human hand', 'Human ear', 'Human nose', 'Couch', 'Table', 'Clothing', 'Tableware', 'Human mouth', 'Drink', 'Chair', 'Shirt', 'Plate', 'Tripod', 'Human face', 'Bicycle', 'Flower', 'Human head', 'Human leg', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Hiking equipment', 'Jeans', 'Man', 'Pillow', 'Food', 'Sports equipment', 'Human body', 'Plant', 'Land vehicle', 'Glasses', 'Woman', 'Trousers', 'Human hair', 'Tree']",42
Human Resources Managers,https://www.bls.gov/ooh/images/15582.jpg,https://www.bls.gov/ooh/images/1618.jpg,,https://www.bls.gov/ooh/images/1620.jpg,"['Office building', 'Human hand', 'Human ear', 'Human nose', 'Book', 'Couch', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Desk', 'Chair', 'Coat', 'Human face', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Furniture', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Man', 'Window', 'Human body', 'Glasses', 'Woman', 'Human hair', 'Laptop', 'Office supplies']",36
Human Resources Specialists,https://www.bls.gov/ooh/images/15148.jpg,https://www.bls.gov/ooh/images/1722.jpg,https://www.bls.gov/ooh/images/1724.jpg,https://www.bls.gov/ooh/images/1725.jpg,"['Flag', 'Office building', 'Tie', 'Human hand', 'Human ear', 'Human nose', 'Book', 'Drinking straw', 'Tire', 'Jacket', 'Shorts', 'Table', 'Clothing', 'Tableware', 'Kitchen utensil', 'Cart', 'Spatula', 'Human mouth', 'Suit', 'Desk', 'Chair', 'Coat', 'Toy', 'Computer monitor', 'Human face', 'Bicycle', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Furniture', 'Wheel', 'Vehicle', 'Mammal', 'Girl', 'Boy', 'Stationary bicycle', 'Kitchen knife', 'Man', 'Food', 'Window', 'Wheelchair', 'Guitar', 'Bicycle wheel', 'Sports uniform', 'Auto part', 'Human body', 'Land vehicle', 'Glasses', 'Woman', 'Trousers', 'Human hair', 'Laptop', 'Knife', 'Office supplies']",60
Hydrologists,https://www.bls.gov/ooh/images/15534.jpg,https://www.bls.gov/ooh/images/2026.jpg,https://www.bls.gov/ooh/images/2028.jpg,https://www.bls.gov/ooh/images/2029.jpg,"['Office building', 'Sunglasses', 'Human hand', 'Bus', 'Door', 'Jacket', 'Shorts', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Desk', 'Tower', 'Chair', 'Barge', 'Shirt', 'Luggage and bags', 'Train', 'Computer monitor', 'Human face', 'House', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Boat', 'Swimming pool', 'Furniture', 'Vehicle', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Watercraft', 'Man', 'Home appliance', 'Window', 'Building', 'Human body', 'Land vehicle', 'Glasses', 'Fountain', 'Plant', 'Skyscraper', 'Woman', 'Car', 'Trousers', 'Human hair', 'Laptop', 'Tree', 'Office supplies']",54
Industrial Designers,https://www.bls.gov/ooh/images/15110.jpg,https://www.bls.gov/ooh/images/2249.jpg,https://www.bls.gov/ooh/images/2250.jpg,https://www.bls.gov/ooh/images/15109.jpg,"['Human hand', 'Book', 'Table', 'Clothing', 'Spatula', 'Helicopter', 'Bicycle', 'Human arm', 'Fashion accessory', 'Boat', 'Candy', 'Man', 'Chopsticks', 'Spoon', 'Truck', 'Auto part', 'Human body', 'Syringe', 'Human hair', 'Vegetable', 'Cheese', 'Snack', 'Human nose', 'Lantern', 'Balloon', 'Shellfish', 'Weapon', 'Flower', 'Human eye', 'Headphones', 'Furniture', 'Medical equipment', 'Girl', 'Kitchen knife', 'Aircraft', 'Rocket', 'Pumpkin', 'Box', 'Lipstick', 'Land vehicle', 'Kitchen appliance', 'Ratchet', 'Dairy', 'Woman', 'Light bulb', 'Human foot', 'Flag', 'Tool', 'Drinking straw', 'Jacket', 'Cream', 'Tableware', 'Screwdriver', 'Human mouth', 'Suit', 'Shirt', 'Toy', 'Flashlight', 'Human face', 'Pen', 'Dessert', 'Rose', 'Human leg', 'Human head', 'Mammal', 'Mobile phone', 'Fast food', 'Baked goods', 'Motorcycle', 'Fruit', 'Scissors', 'Bottle', 'Bowling equipment', 'Seat belt', 'Ball', 'Toothbrush', 'Office supplies', 'Person', 'Vehicle', 'Wheel', 'Boy', 'Food', 'Cosmetics', 'Car', 'Airplane']",85
Industrial Engineering Technologists and Technicians,https://www.bls.gov/ooh/images/15075.jpg,https://www.bls.gov/ooh/images/1951.jpg,https://www.bls.gov/ooh/images/1952.jpg,https://www.bls.gov/ooh/images/1954.jpg,"['Human hand', 'Door', 'Table', 'Clothing', 'Coat', 'Bicycle', 'Fashion accessory', 'Human arm', 'Boat', 'Poster', 'Jeans', 'Man', 'Goggles', 'Sports uniform', 'Auto part', 'Sports equipment', 'Human body', 'Handbag', 'Trousers', 'Human hair', 'Tree', 'Human ear', 'Human nose', 'Bathroom accessory', 'Watch', 'Plate', 'Luggage and bags', 'Briefcase', 'Human eye', 'Furniture', 'Girl', 'Window', 'Bicycle wheel', 'Guitar', 'Kitchen appliance', 'Land vehicle', 'Glasses', 'Woman', 'Tool', 'Door handle', 'Clock', 'Tire', 'Jacket', 'Tableware', 'Wall clock', 'Coin', 'Suit', 'Human mouth', 'Drink', 'Chair', 'Shirt', 'Toy', 'Human face', 'Human head', 'Human leg', 'Musical instrument', 'Refrigerator', 'Mammal', 'Mobile phone', 'Convenience store', 'Wine', 'Bicycle helmet', 'Hat', 'Fruit', 'Picture frame', 'Bottle', 'Seat belt', 'Sculpture', 'Office building', 'Helmet', 'Suitcase', 'Camera', 'Person', 'Dress', 'Wheel', 'Vehicle', 'Boy', 'Food', 'Adhesive tape', 'Building', 'Washing machine', 'Shelf', 'Car', 'Alarm clock']",84
Industrial Engineers,https://www.bls.gov/ooh/images/15077.jpg,https://www.bls.gov/ooh/images/1902.jpg,https://www.bls.gov/ooh/images/3545.jpg,https://www.bls.gov/ooh/images/1903.jpg,"['Toothbrush', 'Flag', 'Office building', 'Tool', 'Ladder', 'Human hand', 'Television', 'Human nose', 'Helmet', 'Tire', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Cart', 'Human mouth', 'Desk', 'Suit', 'Helicopter', 'Skateboard', 'Shirt', 'Coat', 'Toy', 'Computer monitor', 'Human face', 'Swim cap', 'Bicycle', 'Human head', 'Human leg', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Wheel', 'Vehicle', 'Drum', 'Mammal', 'Girl', 'Medical equipment', 'Jeans', 'Boy', 'Man', 'Tablet computer', 'Hiking equipment', 'Aircraft', 'Bicycle wheel', 'Wheelchair', 'Motorcycle', 'Hat', 'Sports uniform', 'Auto part', 'Sports equipment', 'Human body', 'Land vehicle', 'Glasses', 'Plant', 'Scissors', 'Bowling equipment', 'Sun hat', 'Woman', 'Seat belt', 'Computer keyboard', 'Car', 'Trousers', 'Human hair', 'Laptop', 'Airplane', 'Tree', 'Office supplies']",72
"Industrial Machinery Mechanics, Machinery Maintenance Workers, and Millwrights",https://www.bls.gov/ooh/images/15468.jpg,https://www.bls.gov/ooh/images/3038.jpg,https://www.bls.gov/ooh/images/3040.jpg,https://www.bls.gov/ooh/images/3041.jpg,"['Ladder', 'Tool', 'Sunglasses', 'Human hand', 'Human ear', 'Television', 'Helmet', 'Musical keyboard', 'Human nose', 'Tire', 'Jacket', 'Door', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Cassette deck', 'Chair', 'Shirt', 'Toy', 'Train', 'Weapon', 'Human face', 'Bicycle', 'Cabinetry', 'Human head', 'Musical instrument', 'Person', 'Human arm', 'Fashion accessory', 'Dress', 'Boat', 'Human eye', 'Vehicle', 'Wheel', 'Medical equipment', 'Piano', 'Mammal', 'Furniture', 'Boy', 'Stationary bicycle', 'Poster', 'Man', 'Drum', 'Goggles', 'Watercraft', 'Window', 'Home appliance', 'Aircraft', 'Bicycle wheel', 'Guitar', 'Truck', 'Building', 'Motorcycle', 'Hat', 'Sports uniform', 'Auto part', 'Sports equipment', 'Land vehicle', 'Plant', 'Glasses', 'Human body', 'Kitchen appliance', 'Drawer', 'Sun hat', 'Rifle', 'Woman', 'Oven', 'Shelf', 'Car', 'Human hair', 'Airplane', 'Tree', 'Office supplies']",74
Industrial Production Managers,https://www.bls.gov/ooh/images/15584.jpg,https://www.bls.gov/ooh/images/1624.jpg,https://www.bls.gov/ooh/images/1622.jpg,https://www.bls.gov/ooh/images/1627.jpg,"['Ladder', 'Sunglasses', 'Human hand', 'Bus', 'Television', 'Helmet', 'Book', 'Human nose', 'Tire', 'Jacket', 'Human ear', 'Suitcase', 'Table', 'Clothing', 'Roller skates', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Coat', 'Train', 'Luggage and bags', 'Human face', 'Curtain', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Briefcase', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Vehicle', 'Wheel', 'Furniture', 'Mammal', 'Hiking equipment', 'Boy', 'Jeans', 'Poster', 'Man', 'Goggles', 'Girl', 'Window', 'Home appliance', 'Dog bed', 'Guitar', 'Building', 'Bicycle helmet', 'Box', 'Hat', 'Sports uniform', 'Picture frame', 'Sports equipment', 'Auto part', 'Land vehicle', 'Human body', 'Glasses', 'Handbag', 'Sun hat', 'Woman', 'Shelf', 'Seat belt', 'Trousers', 'Human hair', 'Microphone', 'Office supplies']",68
Information Clerks,https://www.bls.gov/ooh/images/15661.jpg,https://www.bls.gov/ooh/images/3330.jpg,https://www.bls.gov/ooh/images/3332.jpg,https://www.bls.gov/ooh/images/3333.jpg,"['Office building', 'Sunglasses', 'Cupboard', 'Human hand', 'Human nose', 'Sink', 'Jacket', 'Shorts', 'Table', 'Clothing', 'Tableware', 'Fedora', 'Desk', 'Bathroom cabinet', 'Suit', 'Sombrero', 'Human mouth', 'Drink', 'Chair', 'Skirt', 'Shirt', 'Luggage and bags', 'Coat', 'Human face', 'House', 'Cabinetry', 'Human head', 'Human leg', 'Bathtub', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Scarf', 'Miniskirt', 'Headphones', 'Furniture', 'Vehicle', 'Trousers', 'Girl', 'Mammal', 'Boy', 'Jeans', 'Man', 'Countertop', 'Cowboy hat', 'Goggles', 'Food', 'Fast food', 'Nightstand', 'Building', 'Hat', 'Earrings', 'Sports equipment', 'Human body', 'Land vehicle', 'Glasses', 'Handbag', 'Cake', 'Drawer', 'Sun hat', 'Woman', 'Shelf', 'Car', 'Chest of drawers', 'Human hair', 'Microphone', 'Filing cabinet']",69
Information Security Analysts,https://www.bls.gov/ooh/images/1819.jpg,https://www.bls.gov/ooh/images/15211.jpg,https://www.bls.gov/ooh/images/15212.jpg,https://www.bls.gov/ooh/images/15210.jpg,"['Vase', 'Office building', 'Tie', 'Human hand', 'Coffeemaker', 'Television', 'Human nose', 'Human ear', 'Door', 'Jacket', 'Couch', 'Studio couch', 'Table', 'Clothing', 'Tableware', 'Coffee cup', 'Desk', 'Suit', 'Human mouth', 'Drink', 'Chair', 'Shirt', 'Coat', 'Computer monitor', 'Human face', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Scarf', 'Vehicle', 'Furniture', 'Flowerpot', 'Wheel', 'Mammal', 'Girl', 'Boy', 'Mobile phone', 'Medical equipment', 'Man', 'Tablet computer', 'Jeans', 'Window', 'Home appliance', 'Sports uniform', 'Land vehicle', 'Human body', 'Glasses', 'Kitchen appliance', 'Woman', 'Computer keyboard', 'Car', 'Trousers', 'Sofa bed', 'Human hair', 'Laptop', 'Office supplies']",61
Instructional Coordinators,https://www.bls.gov/ooh/images/15271.jpg,https://www.bls.gov/ooh/images/2227.jpg,https://www.bls.gov/ooh/images/2228.jpg,https://www.bls.gov/ooh/images/2230.jpg,"['Office building', 'Tie', 'Human hand', 'Human ear', 'Human nose', 'Book', 'Coffee table', 'Jacket', 'Shorts', 'Table', 'Clothing', 'Tableware', 'Desk', 'Suit', 'Human mouth', 'Drink', 'Chair', 'Shirt', 'Coat', 'Computer monitor', 'Human face', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Man', 'Sports uniform', 'Human body', 'Glasses', 'Woman', 'Trousers', 'Human hair', 'Laptop', 'Office supplies']",43
Insulation Workers,https://www.bls.gov/ooh/images/15245.jpg,https://www.bls.gov/ooh/images/2920.jpg,https://www.bls.gov/ooh/images/2918.jpg,https://www.bls.gov/ooh/images/2923.jpg,"['Animal', 'Barrel', 'Human hand', 'Book', 'Human nose', 'Helmet', 'Door', 'Jacket', 'Canoe', 'Tire', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Desk', 'Helicopter', 'Skateboard', 'Shirt', 'Toy', 'Train', 'Tripod', 'Weapon', 'Human face', 'Stairs', 'Curtain', 'House', 'Camera', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Surfboard', 'Boat', 'Furniture', 'Vehicle', 'Medical equipment', 'Wheel', 'Mammal', 'Girl', 'Boy', 'Poster', 'Jeans', 'Man', 'Watercraft', 'Drum', 'Window', 'Home appliance', 'Aircraft', 'Building', 'Hat', 'Sports equipment', 'Auto part', 'Human body', 'Kitchen appliance', 'Plant', 'Land vehicle', 'Bowling equipment', 'Skyscraper', 'Sun hat', 'Woman', 'Shelf', 'Flowerpot', 'Sculpture', 'Car', 'Human hair', 'Airplane', 'Tree', 'Porch']",71
Insurance Sales Agents,https://www.bls.gov/ooh/images/15759.jpg,https://www.bls.gov/ooh/images/2770.jpg,https://www.bls.gov/ooh/images/2772.jpg,https://www.bls.gov/ooh/images/2773.jpg,"['Sunglasses', 'Human hand', 'Book', 'Table', 'Clothing', 'Desk', 'Coat', 'Backpack', 'Boot', 'Fashion accessory', 'Human arm', 'Poster', 'Jeans', 'Man', 'Goggles', 'Pillow', 'Sports uniform', 'Auto part', 'Human body', 'Handbag', 'Human hair', 'Human ear', 'Human nose', 'Balloon', 'Luggage and bags', 'Dog', 'Briefcase', 'Human eye', 'Headphones', 'Furniture', 'Medical equipment', 'Girl', 'Window', 'Carnivore', 'Cat', 'Lipstick', 'Land vehicle', 'Kitchen appliance', 'Glasses', 'Woman', 'Drum', 'Human foot', 'Animal', 'Tie', 'Jacket', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Toy', 'Computer monitor', 'Human face', 'Human head', 'Human leg', 'Musical instrument', 'Scarf', 'Mammal', 'Mobile phone', 'Towel', 'Tablet computer', 'Fruit', 'Bowling equipment', 'Seat belt', 'Sculpture', 'Microphone', 'Office supplies', 'Ball', 'Office building', 'Suitcase', 'Bird', 'Camera', 'Person', 'Footwear', 'Dress', 'Vehicle', 'Wheel', 'Boy', 'Food', 'Home appliance', 'Plant', 'Car', 'Laptop']",82
Insurance Underwriters,https://www.bls.gov/ooh/images/15150.jpg,https://www.bls.gov/ooh/images/1496.jpg,https://www.bls.gov/ooh/images/1497.jpg,https://www.bls.gov/ooh/images/1499.jpg,"['Office building', 'Human hand', 'Book', 'Human nose', 'Human ear', 'Television', 'Jacket', 'Couch', 'Table', 'Clothing', 'Tableware', 'Table tennis racket', 'Desk', 'Suit', 'Human mouth', 'Cassette deck', 'Chair', 'Shirt', 'Coat', 'Corded phone', 'Computer monitor', 'Human face', 'Camera', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Hand dryer', 'Headphones', 'Furniture', 'Telephone', 'Medical equipment', 'Scarf', 'Mammal', 'Girl', 'Boy', 'Mobile phone', 'Ipod', 'Man', 'Countertop', 'Tablet computer', 'Home appliance', 'Window', 'Sports uniform', 'Auto part', 'Lipstick', 'Human body', 'Land vehicle', 'Glasses', 'Bowling equipment', 'Woman', 'Calculator', 'Computer keyboard', 'Human hair', 'Microphone', 'Laptop', 'Office supplies']",61
Interior Designers,https://www.bls.gov/ooh/images/2270.jpg,https://www.bls.gov/ooh/images/2272.jpg,https://www.bls.gov/ooh/images/2273.jpg,https://www.bls.gov/ooh/images/2275.jpg,"['Sunglasses', 'Human hand', 'Book', 'Couch', 'Table', 'Clothing', 'Desk', 'Cabinetry', 'Human arm', 'Fashion accessory', 'Flowerpot', 'Jeans', 'Poster', 'Man', 'Goggles', 'Treadmill', 'Sports uniform', 'Auto part', 'Sports equipment', 'Human body', 'Human hair', 'Tree', 'Human ear', 'Human nose', 'Missile', 'Human eye', 'Furniture', 'Medical equipment', 'Girl', 'Countertop', 'Window', 'Aircraft', 'Rocket', 'Box', 'Microwave oven', 'Land vehicle', 'Kitchen appliance', 'Glasses', 'Sun hat', 'Woman', 'Sofa bed', 'Coffee table', 'Jacket', 'Tableware', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Toy', 'Computer monitor', 'Human face', 'Swim cap', 'Human head', 'Human leg', 'Surfboard', 'Refrigerator', 'Mammal', 'Hiking equipment', 'Bicycle helmet', 'Bed', 'Hat', 'Bowling equipment', 'Oven', 'Porch', 'Office supplies', 'Office building', 'Television', 'Kitchen & dining room table', 'Helmet', 'Mirror', 'Houseplant', 'Skateboard', 'Curtain', 'House', 'Person', 'Footwear', 'Dress', 'Vehicle', 'Boy', 'Home appliance', 'Building', 'Plant', 'Car', 'Laptop', 'Airplane']",85
Interpreters and Translators,https://www.bls.gov/ooh/images/15628.jpg,https://www.bls.gov/ooh/images/2360.jpg,https://www.bls.gov/ooh/images/15629.jpg,https://www.bls.gov/ooh/images/2363.jpg,"['Flag', 'Office building', 'Tie', 'Human hand', 'Human ear', 'Human nose', 'Tire', 'Jacket', 'Table', 'Clothing', 'Houseplant', 'Human mouth', 'Suit', 'Coin', 'Desk', 'Drink', 'Shirt', 'Coat', 'Toy', 'Plate', 'Human face', 'Curtain', 'House', 'Cabinetry', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Wheel', 'Furniture', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Poster', 'Fast food', 'Man', 'Glove', 'Window', 'Guitar', 'Building', 'Cosmetics', 'Sports uniform', 'Picture frame', 'Sports equipment', 'Human body', 'Plant', 'Glasses', 'Bottle', 'Bowling equipment', 'Woman', 'Human hair', 'Tree', 'Office supplies']",59
