Title,Image_1,Image_2,Image_3,Image_4,objects,length
"Claims Adjusters, Appraisers, Examiners, and Investigators",https://www.bls.gov/ooh/images/15128.jpg,https://www.bls.gov/ooh/images/1710.jpg,https://www.bls.gov/ooh/images/1712.jpg,https://www.bls.gov/ooh/images/1713.jpg,"['Flag', 'Animal', 'Tie', 'Human hand', 'Book', 'Human ear', 'Elephant', 'Tire', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Desk', 'Suit', 'Drink', 'Chair', 'Beer', 'Tent', 'Shirt', 'Coat', 'Human face', 'Bicycle', 'Flower', 'House', 'Human head', 'Human leg', 'Pen', 'Musical instrument', 'Person', 'Dog', 'Footwear', 'Human arm', 'Fashion accessory', 'Cocktail', 'Wheel', 'Vehicle', 'Furniture', 'Drum', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Flowerpot', 'Man', 'Glove', 'Window', 'Porch', 'Truck', 'Bicycle wheel', 'Guitar', 'Building', 'Carnivore', 'Cosmetics', 'Auto part', 'Land vehicle', 'Human body', 'Plant', 'Fountain', 'Woman', 'Car', 'Trousers', 'Cattle', 'Human hair', 'Laptop', 'Tree', 'Office supplies']",66
Clinical Laboratory Technologists and Technicians,https://www.bls.gov/ooh/images/15367.jpg,https://www.bls.gov/ooh/images/2465.jpg,https://www.bls.gov/ooh/images/3558.jpg,https://www.bls.gov/ooh/images/2466.jpg,"['Sunglasses', 'Human hand', 'Table', 'Clothing', 'Desk', 'Measuring cup', 'Bicycle', 'Cabinetry', 'Human arm', 'Fashion accessory', 'Man', 'Goggles', 'Glove', 'Chopsticks', 'Treadmill', 'Wine glass', 'Sports uniform', 'Auto part', 'Sports equipment', 'Human body', 'Human hair', 'Human ear', 'Human nose', 'Snack', 'Whiteboard', 'Violin', 'Juice', 'Bathroom accessory', 'Weapon', 'Flower', 'Binoculars', 'Human eye', 'Headphones', 'Furniture', 'Medical equipment', 'Girl', 'Window', 'Flute', 'Kitchen appliance', 'Glasses', 'Dairy', 'Woman', 'Light bulb', 'Animal', 'Tool', 'Drinking straw', 'Jacket', 'Tableware', 'Sword', 'Human mouth', 'Suit', 'Drink', 'Chair', 'Shirt', 'Toy', 'Flashlight', 'Tripod', 'Human face', 'Human head', 'Pen', 'Musical instrument', 'Dessert', 'Refrigerator', 'Mammal', 'Mobile phone', 'Baked goods', 'Bottle', 'Bowling equipment', 'Shotgun', 'Microphone', 'Office supplies', 'Toothbrush', 'Office building', 'Mirror', 'House', 'Camera', 'Person', 'Vehicle', 'Boy', 'Food', 'Trombone', 'Home appliance', 'Building', 'Beaker', 'Cosmetics', 'Washing machine', 'Shelf', 'Computer keyboard', 'Laptop']",89
Coaches and Scouts,https://www.bls.gov/ooh/images/15296.jpg,https://www.bls.gov/ooh/images/2301.jpg,https://www.bls.gov/ooh/images/2303.jpg,https://www.bls.gov/ooh/images/2304.jpg,"['Tie', 'Volleyball', 'Sunglasses', 'Human hand', 'Human ear', 'Human nose', 'Helmet', 'Swimwear', 'Jacket', 'Couch', 'Shorts', 'Table', 'Clothing', 'Rugby ball', 'Human mouth', 'Suit', 'Shirt', 'Human face', 'Swim cap', 'Camera', 'Human beard', 'Human head', 'Human leg', 'Stapler', 'Musical instrument', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Swimming pool', 'Football', 'Handgun', 'Furniture', 'Human eye', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Poster', 'Man', 'Goggles', 'Mobile phone', 'Lifejacket', 'Glove', 'Office supplies', 'Hat', 'Sports uniform', 'Sports equipment', 'Auto part', 'Human body', 'Glasses', 'Woman', 'Seat belt', 'Human hair', 'Laptop', 'Ball']",57
"Compensation, Benefits, and Job Analysis Specialists",https://www.bls.gov/ooh/images/15131.jpg,https://www.bls.gov/ooh/images/15133.jpg,https://www.bls.gov/ooh/images/15134.jpg,https://www.bls.gov/ooh/images/15130.jpg,"['Office building', 'Human hand', 'Book', 'Human nose', 'Human ear', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Desk', 'Suit', 'Human mouth', 'Drink', 'Chair', 'Skateboard', 'Shirt', 'Coat', 'Weapon', 'Human face', 'Flower', 'House', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Surfboard', 'Furniture', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Man', 'Window', 'Wine glass', 'Fish', 'Sports equipment', 'Human body', 'Land vehicle', 'Glasses', 'Woman', 'Car', 'Human hair', 'Laptop', 'Office supplies']",49
Compensation and Benefits Managers,https://www.bls.gov/ooh/images/15562.jpg,https://www.bls.gov/ooh/images/1606.jpg,https://www.bls.gov/ooh/images/1609.jpg,https://www.bls.gov/ooh/images/1607.jpg,"['Office building', 'Tie', 'Tool', 'Human hand', 'Human ear', 'Human nose', 'Book', 'Whiteboard', 'Suitcase', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Desk', 'Suit', 'Human mouth', 'Drink', 'Chair', 'Luggage and bags', 'Shirt', 'Plate', 'Computer monitor', 'Toy', 'Coat', 'Human face', 'Cabinetry', 'Human head', 'Human leg', 'Pen', 'Musical instrument', 'Person', 'Briefcase', 'Footwear', 'Human arm', 'Fashion accessory', 'Human eye', 'Furniture', 'Vehicle', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Mobile phone', 'Man', 'Fork', 'Food', 'Wine', 'Window', 'Chopsticks', 'Guitar', 'Wine glass', 'Picture frame', 'Auto part', 'Human body', 'Land vehicle', 'Glasses', 'Bottle', 'Kitchen appliance', 'Drawer', 'Woman', 'Shelf', 'Seat belt', 'Computer keyboard', 'Car', 'Human hair', 'Microphone', 'Laptop', 'Office supplies']",69
Computer and Information Research Scientists,https://www.bls.gov/ooh/images/15192.jpg,https://www.bls.gov/ooh/images/1502.jpg,https://www.bls.gov/ooh/images/1500.jpg,https://www.bls.gov/ooh/images/15191.jpg,"['Shower', 'Office building', 'Tool', 'Door handle', 'Human hand', 'Human ear', 'Human nose', 'Television', 'Tire', 'Door', 'Mirror', 'Table', 'Clothing', 'Window blind', 'Desk', 'Human mouth', 'Chair', 'Shirt', 'Toy', 'Tripod', 'Computer monitor', 'Weapon', 'Human face', 'Bicycle', 'Camera', 'Human head', 'Human leg', 'Person', 'Human arm', 'Dress', 'Binoculars', 'Human eye', 'Fashion accessory', 'Headphones', 'Furniture', 'Vehicle', 'Medical equipment', 'Wheel', 'Mammal', 'Mobile phone', 'Boy', 'Girl', 'Man', 'Van', 'Window', 'Home appliance', 'Aircraft', 'Building', 'Motorcycle', 'Tap', 'Cosmetics', 'Auto part', 'Human body', 'Land vehicle', 'Glasses', 'Bowling equipment', 'Woman', 'Shelf', 'Human foot', 'Computer keyboard', 'Car', 'Human hair', 'Laptop', 'Airplane', 'Plumbing fixture', 'Office supplies']",66
Computer and Information Systems Managers,https://www.bls.gov/ooh/images/15194.jpg,https://www.bls.gov/ooh/images/1595.jpg,https://www.bls.gov/ooh/images/3537.jpg,https://www.bls.gov/ooh/images/1596.jpg,"['Office building', 'Tie', 'Human hand', 'Human ear', 'Human nose', 'Book', 'Jacket', 'Couch', 'Table', 'Clothing', 'Tableware', 'Coffee cup', 'Desk', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Plate', 'Coat', 'Computer monitor', 'Human face', 'House', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Man', 'Window', 'Box', 'Saucer', 'Lipstick', 'Human body', 'Mug', 'Glasses', 'Woman', 'Human hair', 'Microphone', 'Laptop', 'Coffee', 'Tree', 'Office supplies']",49
Computer Hardware Engineers,https://www.bls.gov/ooh/images/15059.jpg,https://www.bls.gov/ooh/images/1884.jpg,https://www.bls.gov/ooh/images/1886.jpg,https://www.bls.gov/ooh/images/1887.jpg,"['Human hand', 'Book', 'Door', 'Couch', 'Shorts', 'Table', 'Clothing', 'Desk', 'Cabinetry', 'Human arm', 'Fashion accessory', 'Jeans', 'Man', 'Auto part', 'Sports equipment', 'Human body', 'Trousers', 'Human hair', 'Human ear', 'Human nose', 'Weapon', 'Human eye', 'Furniture', 'Medical equipment', 'Piano', 'Girl', 'Countertop', 'Window', 'Guitar', 'Box', 'Microwave oven', 'Kitchen appliance', 'Land vehicle', 'Glasses', 'Computer mouse', 'Woman', 'Rifle', 'Tool', 'Coffee table', 'Jacket', 'Billboard', 'Vehicle registration plate', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Toy', 'Computer monitor', 'Human face', 'Human head', 'Pen', 'Musical instrument', 'Human leg', 'Mammal', 'Mobile phone', 'Tablet computer', 'Bed', 'Bowling equipment', 'Microphone', 'Office supplies', 'Toothbrush', 'Office building', 'Television', 'Musical keyboard', 'Cassette deck', 'House', 'Camera', 'Accordion', 'Person', 'Vehicle', 'Wheel', 'Boy', 'Home appliance', 'Building', 'Plant', 'Drawer', 'Shelf', 'Computer keyboard', 'Car', 'Laptop']",80
Computer Network Architects,https://www.bls.gov/ooh/images/15197.jpg,https://www.bls.gov/ooh/images/15199.jpg,https://www.bls.gov/ooh/images/15200.jpg,https://www.bls.gov/ooh/images/15196.jpg,"['Office building', 'Tie', 'Ladder', 'Human hand', 'Human ear', 'Human nose', 'Television', 'Book', 'Whiteboard', 'Door', 'Jacket', 'Mirror', 'Clothing', 'Billboard', 'Houseplant', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Toy', 'Train', 'Computer monitor', 'Coat', 'Human face', 'Flower', 'House', 'Camera', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Human eye', 'Vehicle', 'Furniture', 'Medical equipment', 'Wheel', 'Mammal', 'Mobile phone', 'Boy', 'Poster', 'Jeans', 'Man', 'Stationary bicycle', 'Girl', 'Tablet computer', 'Window', 'Home appliance', 'Building', 'Microwave oven', 'Picture frame', 'Auto part', 'Land vehicle', 'Plant', 'Human body', 'Glasses', 'Kitchen appliance', 'Woman', 'Oven', 'Car', 'Trousers', 'Human hair', 'Microphone', 'Laptop', 'Tree', 'Office supplies']",67
Computer Programmers,https://www.bls.gov/ooh/images/15202.jpg,https://www.bls.gov/ooh/images/1786.jpg,https://www.bls.gov/ooh/images/1789.jpg,https://www.bls.gov/ooh/images/1791.jpg,"['Ladder', 'Human hand', 'Book', 'Door', 'Table', 'Clothing', 'Desk', 'Backpack', 'Cabinetry', 'Human arm', 'Fashion accessory', 'Boat', 'Man', 'Treadmill', 'Auto part', 'Sports equipment', 'Human body', 'Handbag', 'Trousers', 'Human hair', 'Baseball bat', 'Human ear', 'Human nose', 'Whiteboard', 'Luggage and bags', 'Weapon', 'Human eye', 'Furniture', 'Medical equipment', 'Girl', 'Stool', 'Bowl', 'Wheelchair', 'Box', 'Kitchen appliance', 'Land vehicle', 'Glasses', 'Woman', 'Tool', 'Tire', 'Jacket', 'Tableware', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Toy', 'Computer monitor', 'Human face', 'Training bench', 'Human head', 'Human leg', 'Pen', 'Refrigerator', 'Mammal', 'Mobile phone', 'Watercraft', 'Picture frame', 'Scissors', 'Sculpture', 'Microphone', 'Office supplies', 'Toothbrush', 'Office building', 'Television', 'Suitcase', 'House', 'Person', 'Footwear', 'Dress', 'Wheel', 'Vehicle', 'Ipod', 'Boy', 'Food', 'Home appliance', 'Cosmetics', 'Shelf', 'Computer keyboard', 'Laptop', 'Airplane']",81
Computer Support Specialists,https://www.bls.gov/ooh/images/15204.jpg,https://www.bls.gov/ooh/images/1799.jpg,https://www.bls.gov/ooh/images/1801.jpg,https://www.bls.gov/ooh/images/1802.jpg,"['Office building', 'Human hand', 'Human ear', 'Human nose', 'Television', 'Book', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Desk', 'Human mouth', 'Shirt', 'Toy', 'Computer monitor', 'Human face', 'Human head', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Refrigerator', 'Headphones', 'Vehicle', 'Furniture', 'Medical equipment', 'Telephone', 'Mobile phone', 'Girl', 'Boy', 'Mammal', 'Ipod', 'Man', 'Tablet computer', 'Poster', 'Piano', 'Food', 'Home appliance', 'Hat', 'Sports uniform', 'Picture frame', 'Human body', 'Kitchen appliance', 'Glasses', 'Woman', 'Calculator', 'Computer keyboard', 'Human hair', 'Microphone', 'Laptop', 'Office supplies']",54
Computer Systems Analysts,https://www.bls.gov/ooh/images/15206.jpg,https://www.bls.gov/ooh/images/1805.jpg,https://www.bls.gov/ooh/images/1807.jpg,https://www.bls.gov/ooh/images/3639.jpg,"['Office building', 'Sunglasses', 'Human hand', 'Book', 'Television', 'Human nose', 'Whiteboard', 'Jacket', 'Mirror', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Desk', 'Drink', 'Beer', 'Shirt', 'Computer monitor', 'Human face', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Furniture', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Poster', 'Mobile phone', 'Man', 'Tablet computer', 'Jeans', 'Wine', 'Window', 'Home appliance', 'Picture frame', 'Human body', 'Plant', 'Glasses', 'Bottle', 'Woman', 'Computer keyboard', 'Trousers', 'Human hair', 'Laptop', 'Tree']",51
Conservation Scientists and Foresters,https://www.bls.gov/ooh/images/15514.jpg,https://www.bls.gov/ooh/images/3269.jpg,https://www.bls.gov/ooh/images/3270.jpg,https://www.bls.gov/ooh/images/3272.jpg,"['Animal', 'Human hand', 'Book', 'Snack', 'Helmet', 'Human nose', 'Jacket', 'Clothing', 'Seafood', 'Houseplant', 'Bird', 'Human mouth', 'Baseball glove', 'Shirt', 'Oyster', 'Shellfish', 'Human face', 'Flower', 'House', 'Human head', 'Human leg', 'Palm tree', 'Dessert', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Cookie', 'Hiking equipment', 'Mammal', 'Boy', 'Jeans', 'Fast food', 'Man', 'Girl', 'Glove', 'Food', 'Ice cream', 'Window', 'Baked goods', 'Building', 'Hat', 'Fish', 'Sports equipment', 'Human body', 'Plant', 'Cake', 'Woman', 'Trousers', 'Human hair', 'Tree', 'Human foot']",54
Construction and Building Inspectors,https://www.bls.gov/ooh/images/15229.jpg,https://www.bls.gov/ooh/images/2962.jpg,https://www.bls.gov/ooh/images/2964.jpg,https://www.bls.gov/ooh/images/2965.jpg,"['Ladder', 'Office building', 'Sunglasses', 'Human hand', 'Book', 'Human ear', 'Helmet', 'Human nose', 'Door', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Human mouth', 'Suit', 'Desk', 'Baseball glove', 'Chair', 'Skateboard', 'Closet', 'Shirt', 'Coat', 'Toy', 'Human face', 'Stairs', 'House', 'Cabinetry', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Refrigerator', 'Furniture', 'Vehicle', 'Wheel', 'Medical equipment', 'Mammal', 'Girl', 'Stool', 'Poster', 'Boy', 'Man', 'Goggles', 'Jeans', 'Hiking equipment', 'Food', 'Countertop', 'Window', 'Home appliance', 'Porch', 'Building', 'Guitar', 'Sports uniform', 'Sports equipment', 'Bookcase', 'Human body', 'Glasses', 'Land vehicle', 'Bottle', 'Bowling equipment', 'Kitchen appliance', 'Woman', 'Shelf', 'Trousers', 'Human hair', 'Microphone', 'Tree', 'Office supplies']",72
Construction Equipment Operators,https://www.bls.gov/ooh/images/15231.jpg,https://www.bls.gov/ooh/images/2902.jpg,https://www.bls.gov/ooh/images/2904.jpg,https://www.bls.gov/ooh/images/2905.jpg,"['Human hand', 'Bus', 'Tank', 'Helmet', 'Snack', 'Tire', 'Table', 'Clothing', 'Tableware', 'Houseplant', 'Cart', 'Bird', 'Tower', 'Helicopter', 'Drink', 'Street light', 'Barge', 'Chair', 'Skateboard', 'Luggage and bags', 'Toy', 'Train', 'Weapon', 'Human face', 'Bicycle', 'Snowplow', 'Flower', 'Accordion', 'Human head', 'Musical instrument', 'Palm tree', 'Person', 'Footwear', 'Human arm', 'Boat', 'Fashion accessory', 'Vehicle', 'Wheel', 'Furniture', 'Mammal', 'Watercraft', 'Fast food', 'Man', 'Van', 'Food', 'Lighthouse', 'Window', 'Aircraft', 'Truck', 'Guitar', 'Building', 'Bicycle wheel', 'Baked goods', 'Fruit', 'Fish', 'Harp', 'Auto part', 'Land vehicle', 'Plant', 'Glasses', 'Human body', 'Fountain', 'Bowling equipment', 'Skyscraper', 'Handbag', 'Rifle', 'Car', 'Drum', 'Airplane', 'Tree']",70
Construction Laborers and Helpers,https://www.bls.gov/ooh/images/15233.jpg,https://www.bls.gov/ooh/images/2896.jpg,https://www.bls.gov/ooh/images/2898.jpg,https://www.bls.gov/ooh/images/2899.jpg,"['Sunglasses', 'Human hand', 'Human ear', 'Human nose', 'Helmet', 'Tire', 'Jacket', 'Airplane', 'Table', 'Clothing', 'Cart', 'Human mouth', 'Balloon', 'Helicopter', 'Suit', 'Chair', 'Traffic light', 'Toy', 'Weapon', 'Human face', 'Bicycle', 'Camera', 'Human beard', 'Human leg', 'Human head', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Wheel', 'Vehicle', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Lifejacket', 'Man', 'Van', 'Goggles', 'Hiking equipment', 'Window', 'Aircraft', 'Truck', 'Building', 'Bicycle helmet', 'Motorcycle', 'Hat', 'Sports uniform', 'Auto part', 'Sports equipment', 'Land vehicle', 'Plant', 'Glasses', 'Human body', 'Rifle', 'Woman', 'Car', 'Trousers', 'Human hair', 'Fire hydrant']",61
Construction Managers,https://www.bls.gov/ooh/images/15564.jpg,https://www.bls.gov/ooh/images/1635.jpg,https://www.bls.gov/ooh/images/15565.jpg,https://www.bls.gov/ooh/images/1638.jpg,"['Flag', 'Ladder', 'Tie', 'Sunglasses', 'Human hand', 'Human ear', 'Human nose', 'Helmet', 'Whiteboard', 'Jacket', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Tower', 'Street light', 'Shirt', 'Coat', 'Human face', 'Swim cap', 'House', 'Human head', 'Human leg', 'Musical instrument', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Scarf', 'Human eye', 'Boat', 'Dress', 'Furniture', 'Vehicle', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Poster', 'Man', 'Goggles', 'Lifejacket', 'Umbrella', 'Watercraft', 'Window', 'Building', 'Guitar', 'Hat', 'Sports uniform', 'Sports equipment', 'Auto part', 'Human body', 'Land vehicle', 'Glasses', 'Skyscraper', 'Woman', 'Sculpture', 'Human hair', 'Airplane', 'Tree']",60
Cooks,https://www.bls.gov/ooh/images/2642.jpg,https://www.bls.gov/ooh/images/2644.jpg,https://www.bls.gov/ooh/images/15321.jpg,https://www.bls.gov/ooh/images/2647.jpg,"['Shower', 'Human hand', 'Sink', 'Human ear', 'Book', 'Coffee table', 'Human nose', 'Door', 'Jacket', 'Helmet', 'Shorts', 'Table', 'Clothing', 'Tableware', 'Kitchen utensil', 'Bathroom accessory', 'Slow cooker', 'Coffee cup', 'Human mouth', 'Suit', 'Desk', 'Drink', 'Chair', 'Tent', 'Shirt', 'Toy', 'Human face', 'Flower', 'House', 'Cabinetry', 'Human head', 'Human leg', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Vehicle', 'Medical equipment', 'Flowerpot', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Wheel', 'Man', 'Countertop', 'Food', 'Waste container', 'Home appliance', 'Window', 'Gas stove', 'Wine glass', 'Building', 'Tap', 'Hat', 'Sports uniform', 'Picture frame', 'Auto part', 'Wok', 'Kitchen appliance', 'Human body', 'Glasses', 'Land vehicle', 'Woman', 'Shelf', 'Frying pan', 'Car', 'Trousers', 'Human hair', 'Plumbing fixture']",73
Correctional Officers and Bailiffs,https://www.bls.gov/ooh/images/15743.jpg,https://www.bls.gov/ooh/images/2613.jpg,https://www.bls.gov/ooh/images/2615.jpg,https://www.bls.gov/ooh/images/2616.jpg,"['Flag', 'Ladder', 'Human hand', 'Book', 'Human nose', 'Door', 'Jacket', 'Mirror', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Tower', 'Chair', 'Street light', 'Shirt', 'Coat', 'Toy', 'Human face', 'Stairs', 'House', 'Human head', 'Human leg', 'Palm tree', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Doll', 'Furniture', 'Vehicle', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Poster', 'Man', 'Glove', 'Window', 'Building', 'Sports uniform', 'Picture frame', 'Auto part', 'Sports equipment', 'Human body', 'Land vehicle', 'Glasses', 'Plant', 'Skyscraper', 'Woman', 'Shelf', 'Car', 'Trousers', 'Human hair', 'Tree', 'Porch']",58
Cost Estimators,https://www.bls.gov/ooh/images/15136.jpg,https://www.bls.gov/ooh/images/1716.jpg,https://www.bls.gov/ooh/images/1718.jpg,https://www.bls.gov/ooh/images/1719.jpg,"['Office building', 'Tie', 'Human hand', 'Book', 'Television', 'Human nose', 'Helmet', 'Whiteboard', 'Jacket', 'Mirror', 'Table', 'Clothing', 'Window blind', 'Desk', 'Suit', 'Human mouth', 'Helicopter', 'Chair', 'Shirt', 'Toy', 'Coat', 'Computer monitor', 'Human face', 'Swim cap', 'House', 'Cabinetry', 'Human beard', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Boat', 'Fashion accessory', 'Human eye', 'Dress', 'Headphones', 'Furniture', 'Vehicle', 'Medical equipment', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Watercraft', 'Man', 'Tablet computer', 'Poster', 'Home appliance', 'Window', 'Aircraft', 'Building', 'Box', 'Bed', 'Sports uniform', 'Hat', 'Picture frame', 'Sports equipment', 'Human body', 'Land vehicle', 'Glasses', 'Plant', 'Kitchen appliance', 'Sun hat', 'Woman', 'Shelf', 'Human foot', 'Computer keyboard', 'Car', 'Trousers', 'Human hair', 'Laptop', 'Airplane', 'Office supplies']",74
Court Reporters and Simultaneous Captioners,https://www.bls.gov/ooh/images/15490.jpg,https://www.bls.gov/ooh/images/1532.jpg,https://www.bls.gov/ooh/images/1533.jpg,https://www.bls.gov/ooh/images/3848.jpg,"['Flag', 'Office building', 'Sunglasses', 'Cupboard', 'Coffee table', 'Human nose', 'Kitchen & dining room table', 'Clock', 'Human hand', 'Jacket', 'Couch', 'Table', 'Clothing', 'Wall clock', 'Desk', 'Human mouth', 'Suit', 'Chair', 'Shirt', 'Coat', 'Watch', 'Computer monitor', 'Human face', 'House', 'Cabinetry', 'Human head', 'Human leg', 'Person', 'Footwear', 'Human arm', 'Dress', 'Human eye', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Trousers', 'Man', 'Goggles', 'Countertop', 'Nightstand', 'Building', 'Bed', 'Human body', 'Bookcase', 'Glasses', 'Plant', 'Drawer', 'Woman', 'Shelf', 'Computer keyboard', 'Chest of drawers', 'Human hair', 'Laptop', 'Filing cabinet', 'Office supplies']",56
Craft and Fine Artists,https://www.bls.gov/ooh/images/15101.jpg,https://www.bls.gov/ooh/images/3304.jpg,https://www.bls.gov/ooh/images/3305.jpg,https://www.bls.gov/ooh/images/3598.jpg,"['Flag', 'Shower', 'Office building', 'Plumbing fixture', 'Human hand', 'Book', 'Human nose', 'Human ear', 'Cat furniture', 'Jacket', 'Table', 'Clothing', 'Tableware', 'Houseplant', 'Bathroom accessory', 'Boy', 'Human mouth', 'Suit', 'Desk', 'Drink', 'Beer', 'Chair', 'Shirt', 'Plate', 'Human face', 'Flower', 'House', 'Cabinetry', 'Human beard', 'Human leg', 'Human head', 'Person', 'Footwear', 'Human arm', 'Dress', 'Fashion accessory', 'Human eye', 'Furniture', 'Flowerpot', 'Medical equipment', 'Mammal', 'Girl', 'Towel', 'Jeans', 'Poster', 'Man', 'Tree', 'Bowl', 'Countertop', 'Food', 'Wine', 'Lamp', 'Window', 'Bench', 'Dog bed', 'Building', 'Box', 'Cosmetics', 'Hat', 'Tap', 'Picture frame', 'Human body', 'Plant', 'Kitchen appliance', 'Bottle', 'Mixing bowl', 'Woman', 'Shelf', 'Sculpture', 'Human hair', 'Laptop', 'Baseball bat', 'Office supplies']",73
Customer Service Representatives,https://www.bls.gov/ooh/images/15653.jpg,https://www.bls.gov/ooh/images/2821.jpg,https://www.bls.gov/ooh/images/2823.jpg,https://www.bls.gov/ooh/images/2824.jpg,"['Office building', 'Tie', 'Human hand', 'Human ear', 'Human nose', 'Jacket', 'Couch', 'Table', 'Clothing', 'Human mouth', 'Suit', 'Shirt', 'Computer monitor', 'Human face', 'Flower', 'Human beard', 'Human head', 'Human leg', 'Rose', 'Person', 'Footwear', 'Human arm', 'Fashion accessory', 'Dress', 'Human eye', 'Headphones', 'Wheel', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Man', 'Tablet computer', 'Window', 'Hat', 'Sports uniform', 'Earrings', 'Picture frame', 'Lipstick', 'Human body', 'Glasses', 'Woman', 'Human hair', 'Microphone', 'Laptop']",45
Dancers and Choreographers,https://www.bls.gov/ooh/images/15298.jpg,https://www.bls.gov/ooh/images/2313.jpg,https://www.bls.gov/ooh/images/2314.jpg,https://www.bls.gov/ooh/images/2316.jpg,"['Human hand', 'Human nose', 'Helmet', 'Swimwear', 'Jacket', 'Shorts', 'Table', 'Clothing', 'Human mouth', 'Chair', 'Luggage and bags', 'Human face', 'Boot', 'Human leg', 'Human head', 'Dog', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Furniture', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Lifejacket', 'Man', 'Poster', 'Hiking equipment', 'Window', 'Sports uniform', 'Sports equipment', 'Human body', 'Glasses', 'Woman', 'Sculpture', 'Trousers', 'Human hair', 'Human foot']",40
Database Administrators,https://www.bls.gov/ooh/images/15208.jpg,https://www.bls.gov/ooh/images/1810.jpg,https://www.bls.gov/ooh/images/1812.jpg,https://www.bls.gov/ooh/images/3640.jpg,"['Office building', 'Tie', 'Human hand', 'Book', 'Human nose', 'Cupboard', 'Human ear', 'Whiteboard', 'Door', 'Jacket', 'Coffeemaker', 'Television', 'Mirror', 'Table', 'Clothing', 'Tableware', 'Organ', 'Dishwasher', 'Human mouth', 'Suit', 'Desk', 'Cassette deck', 'Chair', 'Wine rack', 'Shirt', 'Closet', 'Computer monitor', 'Human face', 'Wardrobe', 'House', 'Cabinetry', 'Curtain', 'Human head', 'Human leg', 'Person', 'Footwear', 'Fashion accessory', 'Human arm', 'Dress', 'Human eye', 'Refrigerator', 'Doll', 'Furniture', 'Vehicle', 'Medical equipment', 'Wheel', 'Mammal', 'Girl', 'Boy', 'Jeans', 'Piano', 'Man', 'Mobile phone', 'Home appliance', 'Window', 'Building', 'Microwave oven', 'Auto part', 'Human body', 'Kitchen appliance', 'Glasses', 'Land vehicle', 'Bowling equipment', 'Drawer', 'Woman', 'Oven', 'Shelf', 'Computer keyboard', 'Car', 'Chest of drawers', 'Human hair', 'Microphone', 'Laptop', 'Filing cabinet', 'Office supplies']",75
